id,s,ed,xd,entry,xp,exit_raw,share_factor,stop,qty_actual,actual_pnl,stop_pct,missing_stop,old_stop_missing,ret,why,src,stop_basis,actual_exit_date,actual_exit_price,tie,qty,deploy,cost,net
871,NIFTYBEES,2026-04-01,2026-05-13,259.91,265.04,265.04,1.0,246.9145,1500,-300.11,5.000000000000004,False,True,1.463891347004731,close_stop,etf_tradebook,assumed 5pct because original unknown,2026-04-01,259.71,0.8702492039700847,1923,499806.93000000005,1249.5173250000003,6067.113074999999
878,RUBICON,2026-04-15,2026-09-22,833.08,1720.0,1720.0,1.0,791.426,150,15288.05,5.000000000000004,False,True,105.43045085706053,close_stop,tradebook,assumed 5pct because original unknown,2026-04-20,935.0,0.005626050679392924,600,499848.0,1249.6200000000001,525742.38
740,BELRISE,2026-04-15,2026-05-13,207.65,207.0,207.0,1.0,197.26749999999998,500,-35.84,5.000000000000016,False,True,-0.8114615940284176,close_stop,tis,assumed 5pct because original unknown,2026-04-30,207.57,0.026587734467597213,2407,499813.55,1249.533875,-5305.328875000006
867,LENSKART,2026-04-15,2026-04-30,550.99,511.75,511.75,1.0,523.4404999999999,200,-4407.8,5.000000000000016,False,True,-7.586117715385033,close_stop,tradebook,assumed 5pct because original unknown,2026-04-20,528.95,0.06515419737010752,907,499747.93,1249.369825,-39160.836074999985
845,SMALLCAP,2026-04-15,2026-06-12,42.56,44.0,44.0,1.0,40.432,3000,15450.0,5.000000000000004,False,True,2.866541353383445,close_stop,etf_tis,assumed 5pct because original unknown,2026-09-16,47.71,0.4372480001295087,11748,499994.88,1249.9872,13082.572799999987
851,SILVERCASE,2026-04-15,2026-04-29,25.31,23.24,23.24,1.0,24.0445,10000,-25900.0,4.999999999999993,False,True,-8.637692611615966,close_stop,etf_tis,assumed 5pct because original unknown,2026-09-15,22.72,0.48494432697728806,19755,499999.05,1249.997625,-44438.37862499998
705,BUILDPRO,2026-04-15,2026-05-22,1119.62,1058.0,1058.0,1.0,1063.639,100,-4958.75,5.000000000000004,False,True,-5.976134760007845,close_stop,tis,assumed 5pct because original unknown,2026-05-04,1070.03,0.6031481500515619,446,499350.51999999996,1248.3763,-31090.236299999935
715,RSL,2026-04-15,2026-05-25,130.35,132.5,132.5,1.0,117.28,1000,-845.47,10.026850786344454,False,False,1.141158419639443,close_stop,canslim,recorded initial stop,2026-05-27,129.5,0.7160746296035653,3835,499892.25,1249.730625,4454.8318750000435
709,FRACTAL,2026-04-15,2026-05-19,859.8,928.0,928.0,1.0,827.0,150,18258.05,3.8148406606187457,False,False,7.3924168411258595,close_stop,canslim,recorded initial stop,2026-05-13,981.52,0.7775340829201788,581,499543.8,1248.8595,35679.50050000004
880,UTLSOLAR,2026-04-15,2026-05-14,238.35,262.05,262.05,1.0,226.43249999999998,500,21388.64,5.000000000000004,False,True,9.39364380113279,close_stop,tradebook,assumed 5pct because original unknown,2026-04-23,281.13,0.830621436971257,2097,499819.95,1249.5498750000002,45701.755875000046
721,TDPOWERSYS,2026-04-15,2026-06-09,950.42,1234.9,1234.9,1.0,914.0,100,22867.0,3.8319900675490848,False,False,29.28236989962334,close_stop,tis,recorded initial stop,2026-06-01,1179.09,0.8603936491828846,526,499920.92,1249.8023,145138.89070000002
739,HFCL,2026-04-30,2026-07-24,109.0,202.0,202.0,1.0,105.0,917,449.0,3.669724770642202,False,False,84.39449541284405,close_stop,tis,recorded initial stop,2026-04-30,109.59,0.6726752525807207,4587,499983.0,1249.9575,420708.17250000004
744,SUNFLAG,2026-05-04,2026-06-08,307.4,349.828,349.828,1.0,292.03,651,36280.95,5.000000000000004,False,True,13.233201040988929,disaster,tis,assumed 5pct because original unknown,2026-06-01,363.13,0.0746047129048496,1626,499832.39999999997,1249.581,64894.24535999998
766,KIRLOSENG,2026-05-13,2026-07-20,1609.88,2255.7,2255.7,1.0,1481.0,230,-11680.9,8.005565632221046,False,False,39.4154533257137,close_stop,manual,recorded initial stop,2026-05-15,1559.1,0.904587769709033,310,499062.80000000005,1247.6570000000002,195460.20799999993
869,MACPOWER,2026-05-14,2026-05-18,1124.67,1095.5,1095.5,1.0,1068.4365,136,-2130.5,5.000000000000004,False,True,-3.0806814443347874,close_stop,tradebook,assumed 5pct because original unknown,2026-05-15,1109.0,0.5718909026950117,444,499353.48000000004,1248.3837,-16631.873700000015
767,ADANIPOWER,2026-05-14,2026-06-12,218.55,218.44,218.44,1.0,201.0,1500,-2248.63,8.030199039121488,False,False,-0.550080073209791,close_stop,manual,recorded initial stop,2026-05-15,217.05,0.602545025133487,2287,499823.85000000003,1249.559625,-3998.991025000011
770,GVT&D,2026-05-18,2026-07-03,4363.46,4581.6,4581.6,1.0,4184.46,100,51132.0,4.1022491325691135,False,False,4.474247500836492,close_stop,manual,recorded initial stop,2026-06-29,4874.78,0.5103146007855149,114,497434.44,1243.5861,21012.861899999996
771,BAJAJCON,2026-05-20,2026-07-15,539.86,593.5,593.5,1.0,516.0,434,10384.61,4.419664357426001,False,False,9.38622976327197,close_stop,manual,recorded initial stop,2026-06-24,563.78,0.5689172345246186,926,499910.36,1249.7759,45672.959100000015
775,WELCORP,2026-05-22,2026-09-22,1348.81,2731.5,2731.5,1.0,1208.51,135,134644.95,10.401761552776145,False,False,101.49928455453328,open@end,manual,recorded initial stop,2026-09-16,2346.18,0.6545173130155203,370,499059.69999999995,1247.64925,505294.37575000006
776,LLOYDSME,2026-05-25,2026-06-11,1754.3,1700.0,1700.0,1.0,1605.0,156,-2230.8,8.510517015333752,False,False,-3.579775408995034,close_stop,manual,recorded initial stop,2026-06-08,1740.0,0.48477342300811965,285,499975.5,1249.93875,-19147.938749999987
790,SANDHAR,2026-06-19,2026-06-25,719.61,676.3,676.3,1.0,684.0,281,-10503.78,4.948513778296581,False,False,-6.488445130000975,close_stop,tis,recorded initial stop,2026-06-24,682.23,0.8452958269132012,694,499409.34,1248.5233500000002,-33652.424350000016
797,MARKSANS,2026-06-23,2026-07-22,268.31,245.0,245.0,1.0,255.31,846,-10875.15,4.84514181357385,False,False,-9.144273415079574,disaster,tis,recorded initial stop,2026-06-25,255.45,0.12908454350189047,1863,499861.53,1249.653825,-46958.358824999996
793,TALBROAUTO,2026-06-23,2026-07-27,379.2,399.0,399.0,1.0,361.2,555,8921.65,4.746835443037978,False,False,4.695411392405058,close_stop,tis,recorded initial stop,2026-08-31,395.28,0.49880760496402243,1318,499785.6,1249.464,22217.52600000001
799,SENORES,2026-06-24,2026-06-25,1330.9,1289.9,1289.9,1.0,1285.0,230,-10812.81,3.448794049139692,False,False,-3.565219024720112,close_stop,tis,recorded initial stop,2026-06-24,1283.89,0.7314596899429796,375,499087.50000000006,1247.7187500000002,-19041.281249999978
800,GALAPREC,2026-07-02,2026-07-29,1173.41,1098.0,1098.0,1.0,1085.4,115,-10118.7,7.500362192243115,False,False,-6.894435874928639,close_stop,sideways,recorded initial stop,2026-07-29,1085.42,0.8386882850091119,426,499872.66000000003,1249.6816500000002,-35713.08165000004
809,AEQUS,2026-07-03,2026-07-17,238.7,234.88,234.88,1.0,220.8,558,-10242.51,7.498952660242974,False,False,-2.0923334729786247,close_stop,sideways,recorded initial stop,2026-07-24,220.34,0.3115337102174045,2094,499837.8,1249.5945,-11707.868099999967
802,AMAGI,2026-07-08,2026-08-17,556.7,608.7,608.7,1.0,514.9,240,15147.44,7.508532423208203,False,False,8.794054248248617,close_stop,sideways,recorded initial stop,2026-08-14,619.81,0.766661288097467,898,499916.60000000003,1249.7915,42713.145500000006
803,RPTECH,2026-07-09,2026-07-20,776.46,734.45,734.45,1.0,736.0,300,-12231.0,5.210828632511655,False,False,-5.883400303943532,close_stop,tis,recorded initial stop,2026-07-17,735.69,0.5161731842840116,643,499263.78,1248.15945,-30621.84619999997
804,LAURUSLABS,2026-07-10,2026-09-22,1534.3,2006.5,2006.5,1.0,1487.3,212,18507.58,3.063286189141623,False,False,30.122368506810915,open@end,strike,recorded initial stop,2026-07-27,1621.6,0.01501951620315145,325,498647.5,1246.61875,148957.81875
813,INDSWFTLAB,2026-07-20,2026-07-24,238.0,225.02,225.02,1.0,227.0,909,-10867.32,4.621848739495793,False,False,-5.926512605042012,close_stop,tis,recorded initial stop,2026-07-23,226.04,0.5590325744130148,2100,499800.0,1249.5,-30870.209999999985
817,CUPID,2026-07-24,2026-09-18,213.84,260.2145,260.2145,1.0,204.84,1111,20155.99,4.208754208754206,False,False,21.078108632622516,disaster,tis,recorded initial stop,2026-07-28,231.99,0.5170533253763234,2338,499957.92,1249.8948,104131.77869500003
818,RPTECH,2026-07-27,2026-08-25,806.96,786.676,786.676,1.0,766.96,247,-10979.15,4.956875185882814,False,False,-3.001063249727376,disaster,vcp,recorded initial stop,2026-07-29,762.51,0.34105241531638053,619,499508.24000000005,1248.7706,-16239.32882000003
819,RRKABEL,2026-07-27,2026-09-03,2549.99,2650.0,2650.0,1.0,2422.99,78,13938.6,4.980411687888974,False,False,3.40236628378936,close_stop,vcp,recorded initial stop,2026-09-02,2728.69,0.3923916927641553,196,499798.04,1249.4950999999999,15755.464900000043
823,NAVINFLUOR,2026-07-27,2026-07-29,7739.36,7598.0,7598.0,1.0,7515.36,25,-6028.0,2.8942961691922897,False,False,-2.3173750801099735,close_stop,tis,recorded initial stop,2026-07-28,7498.24,0.5004013271784574,64,495319.04,1238.2975999999999,-12716.697599999965
828,VADILALIND,2026-07-28,2026-09-11,6865.19,7125.0,7125.0,1.0,6652.19,29,12613.26,3.1026089591111083,False,False,3.2655323450625717,close_stop,tis,recorded initial stop,2026-07-29,7300.13,0.5650337602863101,72,494293.68,1235.7342,14905.585800000028
814,AETHER,2026-07-30,2026-09-16,1513.18,1588.0,1588.0,1.0,1483.68,338,16652.5,1.9495367372024508,False,False,4.41983108420676,close_stop,tis,recorded initial stop,2026-08-06,1562.45,0.7154520181389278,330,499349.4,1248.3735000000001,20822.02649999996
824,KTKBANK,2026-07-30,2026-09-16,287.81,314.6,314.6,1.0,278.91,696,26580.24,3.09231784858065,False,False,8.761683054793101,close_stop,tis,recorded initial stop,2026-09-15,326.0,0.9941788612800804,1737,499925.97000000003,1249.8149250000001,42552.11407500007
829,ATHERENERG,2026-08-03,2026-09-22,1277.0,1543.8,1543.8,1.0,1232.0,244,64178.5,3.5238841033672696,False,False,20.288253719655437,open@end,tis,recorded initial stop,2026-09-16,1550.1,0.7488226638549501,391,499307.0,1248.2675,100052.40349999996
