id,s,ed,xd,entry,xp,exit_raw,share_factor,stop,qty_actual,actual_pnl,stop_pct,missing_stop,old_stop_missing,ret,why,src,stop_basis,actual_exit_date,actual_exit_price,tie,qty,deploy,cost,net
871,NIFTYBEES,2026-04-01,2026-05-13,259.91,265.04,265.04,1.0,246.9145,1500,-300.11,5.000000000000004,False,True,1.463891347004731,close_stop,etf_tradebook,assumed 5pct because original unknown,2026-04-01,259.71,871,1923,499806.93000000005,1249.5173250000003,6067.113074999999
705,BUILDPRO,2026-04-15,2026-04-27,1119.62,1082.8,1082.8,1.0,1063.639,100,-4958.75,5.000000000000004,False,True,-3.77217270145227,close_stop,tis,assumed 5pct because original unknown,2026-05-04,1070.03,705,446,499350.51999999996,1248.3763,-20084.740299999965
709,FRACTAL,2026-04-15,2026-05-19,859.8,928.0,928.0,1.0,827.0,150,18258.05,3.8148406606187457,False,False,7.3924168411258595,close_stop,canslim,recorded initial stop,2026-05-13,981.52,709,581,499543.8,1248.8595,35679.50050000004
715,RSL,2026-04-15,2026-05-21,130.35,133.0,133.0,1.0,117.28,1000,-845.47,10.026850786344454,False,False,1.5228231683928062,close_stop,canslim,recorded initial stop,2026-05-27,129.5,715,3835,499892.25,1249.730625,6362.744375000052
719,STAR,2026-04-15,2026-06-02,1004.88,1094.0,1094.0,1.0,954.65,100,13622.2,4.998606798821747,False,False,8.324377040044585,close_stop,tis,recorded initial stop,2026-05-19,1141.11,719,497,499425.36,1248.5634,40325.48659999999
721,TDPOWERSYS,2026-04-15,2026-06-09,950.42,1234.9,1234.9,1.0,914.0,100,22867.0,3.8319900675490848,False,False,29.28236989962334,close_stop,tis,recorded initial stop,2026-06-01,1179.09,721,526,499920.92,1249.8023,145138.89070000002
729,GSPCROP,2026-04-15,2026-06-25,403.99,422.2,422.2,1.0,374.0,250,5689.8,7.42345107552167,False,False,3.984999628703667,close_stop,tis,recorded initial stop,2026-06-02,426.75,729,1237,499735.63,1249.339075,18665.12392499999
740,BELRISE,2026-04-15,2026-05-13,207.65,207.0,207.0,1.0,197.26749999999998,500,-35.84,5.000000000000016,False,True,-0.8114615940284176,close_stop,tis,assumed 5pct because original unknown,2026-04-30,207.57,740,2407,499813.55,1249.533875,-5305.328875000006
845,SMALLCAP,2026-04-15,2026-06-12,42.56,44.0,44.0,1.0,40.432,3000,15450.0,5.000000000000004,False,True,2.866541353383445,close_stop,etf_tis,assumed 5pct because original unknown,2026-09-16,47.71,845,11748,499994.88,1249.9872,13082.572799999987
851,SILVERCASE,2026-04-15,2026-04-29,25.31,23.24,23.24,1.0,24.0445,10000,-25900.0,4.999999999999993,False,True,-8.637692611615966,close_stop,etf_tis,assumed 5pct because original unknown,2026-09-15,22.72,851,19755,499999.05,1249.997625,-44438.37862499998
867,LENSKART,2026-04-15,2026-04-30,550.99,511.75,511.75,1.0,523.4404999999999,200,-4407.8,5.000000000000016,False,True,-7.586117715385033,close_stop,tradebook,assumed 5pct because original unknown,2026-04-20,528.95,867,907,499747.93,1249.369825,-39160.836074999985
723,GPIL,2026-04-27,2026-05-13,301.45,283.35,283.35,1.0,282.0,664,-12926.41,6.452147951567422,False,False,-6.474290927185256,close_stop,tis,recorded initial stop,2026-05-12,281.98,723,1658,499804.1,1249.51025,-33608.28174999991
739,HFCL,2026-04-30,2026-07-24,109.0,202.0,202.0,1.0,105.0,917,449.0,3.669724770642202,False,False,84.39449541284405,close_stop,tis,recorded initial stop,2026-04-30,109.59,739,4587,499983.0,1249.9575,420708.17250000004
741,ADANIPOWER,2026-05-04,2026-05-12,226.28,208.1735,208.1735,1.0,219.13,442,-3311.94,3.1598020152024064,False,False,-8.46180285487007,disaster,tis,recorded initial stop,2026-05-11,218.79,741,2209,499852.52,1249.6313,-43546.1661075
